leisure,name,is_in_city,name_de,name_en,wikidata,check_date,foot,name_ro,old_name_-1993,alt_name,old_name,old_name_-2012,landuse,access,old_name_-1990,addr_city,addr_street,place,bicycle,opening_hours,leaf_cycle,leaf_type,level,addr_housenumber,addr_postcode,addr_postcode_source,source,natural,religion,type,alt_name_de,alt_name_ro,category,intermittent,water,salt,tidal,man_made,basin,amenity,cuisine,phone,website,check_date_opening_hours,addr_country,internet_access,outdoor_seating,smoking,delivery,air_conditioning,beds,rooms,stars,tourism,_tip_,note,diet_vegetarian,website_menu,description,email,wifi,capacity,takeaway,wheelchair,diet_vegan,indoor_seating,organic,payment_credit_cards,payment_debit_cards,brand,brand_wikidata,brand_wikipedia,contact_email,contact_facebook,contact_instagram,contact_phone,contact_website,contact_youtube,operator,toilets_wheelchair,handwashing_soap,toilets,toilets_access,toilets_paper_supplied,opening_hours_signed,addr_neighbourhood,bar,building,diet_meat,building_material,height,roof_colour,roof_shape,building_levels,building_roof_shape,internet_access_fee,payment_cash,payment_contactless,official_name,facebook,theme,compressed_air,fuel_lpg,contact_tiktok,name_ru,fuel_diesel,tiktok,fuel_octane_100,fuel_octane_95,fuel_octane_98,maxheight,fuel_octane,mapillary,survey_date,parking,fee,fee_conditional,supervised,surface,capacity_disabled,charge,operator_type,psv,park_ride,maxstay,covered,smoothness,area,construction_end_expected,source_capacity,layer,orientation,bus,parking_orientation,emergency,healthcare,building_facade_colour,wikipedia,healthcare_speciality,barrier,education,is_in_country,is_in_county,start_date,name_hu,grades,fixme,official_name_en,official_name_ro,atm,drive_through,brand_en,brand_ro,addr_housename,branch,operator_wikidata,operator_wikipedia,short_name,dispensing,historic,artwork_type,name_pl,archaeological_site,historic_civilization,author,material,memorial,locomotive_type,inscription,denomination,defensive_works,wikipedia_de,name_el,heritage,heritage_operator,ref_RO_lmi,wikimedia_commons,ruins,aircraft_type,manufacturer,manufacturer_wikidata,manufacturer_wikipedia,model_wikidata,model_wikipedia,ref,castle_type,SIRUTA_code,codul_entității_muzeale,description_ro,fax,source_link,tourism_survey,contact_fax,museum_type,museum,direction,building_colour,name_sr,bridge_structure,lat,lon
,AMPM,,,,,,,,,,,,,,,Timișoara,Piața Traian,,,,,,,6,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7573672,21.2500534
,Stația de cafea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7747911,21.2133161
,Tucano Coffee Honduras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7245976,21.1989656
,Coffee System To Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7569726,21.2224068
,5 to go,,,,,,,,,,,,,,,,,,,"Mo-Th 07:00-19:00; Sa,Su 10:00-19:00",,,,,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,5 to go,Q115684369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.757328,21.228143
,Común Cafe,,,,,,,,,,,,,,,Timișoara,Bulevardul 16 Decembrie 1989,,,,,,,10,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7482349,21.2179235
,Origins Coffee Shop,,,,,,,,,,,,,,,Timișoara,Strada Vasile Alecsandri,,,Mo-We 08:00-17:00; Fr-Su 09:30-18:00,,,,9,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.757208,21.2279403
,acas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7397038,21.2203316
,Senses,,,,,,,,,,,,,,,,,,,Mo-Fr 08:00-17:00; Sa 09:00-19:00,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7587848,21.2301423
,Guau!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7784992,21.2423511
,Captain Bean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7560846,21.2292589
,Meso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7401009,21.2589768
,Narativ Specialty Coffee,,,,,,,,,,,,,,,Timișoara,Bulevardul Regele Mihai I,,,Mo-Fr 08:00-17:00; Sa-Su 09:00-17:00,,,,6,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,http://www.narativcoffe.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narativcoffre.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7538052,21.2242125
,Două Boabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7447596,21.2372314
,5 to go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,5 to go,Q115684369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7576758,21.248658
,Street Coffee Roasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7555975,21.2306488
,Mitzu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.760387,21.2428128
,Común Cafe,,,,,,,,,,,,,,,Timișoara,Calea Circumvalațiunii,,,,,,,1,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7531574,21.215098
,Ted's Coffee Co.,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-21:00; Sa,Su 09:00-21:00",,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7542615,21.2265007
,Street Coffee Roasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7596198,21.2440919
,Mosaic Coffee Shop,,,,,,,,,,,,,,,Timișoara,Bulevardul Revoluției din 1989,,,,,,,26,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7556446,21.2399471
,Ted's Coffee Co.,,,,,,,,,,,,,,,Timișoara,Bulevardul Revoluției din 1989,,,,,,,13,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,Ted's Coffee Co.,Q137035177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7557709,21.2348745
,Haiku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7451848,21.2265503
,AIM Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7397205,21.2574358
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7611723,21.2490875
,Brick by Brick,,,,,,,,,,,,,,,,,,,Mo-Th 07:30-17:00; Fr 07:30-23:00; Sa 09:00-23:00; Su 09:00-17:00,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7557376,21.2291218
,Nori Specialty Cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7423238,21.2281206
,Awa Caffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7316413,21.2354689
,Amicii,,,,,,,,,,,,,,,,Strada Constructorilor,,,Mo-Su 07:00-17:00; Tu off,,,,16,,,,,,,,,cafes,,,,,,,cafe,coffee_shop;dessert,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/amicii.timisoara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7824817,21.2400568
,OKFEA,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-18:00; Sa,Su 10:00-18:00",,,,,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7577259,21.2264531
,Frenzy Specialty Coffee,,,,,,,,,,,,,,,,,,,"Mo-Fr 07:30-19:00; Sa,Su 09:00-19:00",,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7511903,21.2255604
,#altfel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7521618,21.2253835
,Rem's Coffee,,,,,,,,,,,,,,,,,,,Mo-Su 07:00-22:00,,,,,,,,,,,,,cafes,,,,,,,cafe,coffee_shop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.753805,21.227535
,Street Coffee Roasters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7603713,21.2429049
,Streinu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cafes,,,,,,,cafe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7258737,21.2085693
,Petrom,,,,,,,,,,,,,,,,,,,24/7,,,,,,,,,,,,,gas_stations,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7527997,21.2548194
,Lukoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas_stations,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lukoil,Q329347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7139841,21.1936063
,Systemgas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas_stations,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7241026,21.194995
,Rompetrol,,,,,,,Rompetrol,,Rompetrol,,,,,,,,,,24/7,,,,,,,,,,,,,gas_stations,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rompetrol,Q1788862,en:Rompetrol,infoline@rompetrol.com,https://www.facebook.com/Rompetrol.Romania,https://www.instagram.com/rompetrol,+40 740 190 048,https://www.rompetrol.ro,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.tiktok.com/@rompetrol.romania,Rompetrol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7254431,21.2840259
,SOCAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gas_stations,,,,,,,fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SOCAR,Q1622293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7784656,21.2198339
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7128711,21.1940378
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7862098,21.217765
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,yes @ (Mo-Fr 08:00-17:00),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7397854,21.2403435
,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7433192,21.2429262
,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7507701,21.2088923
,TIR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7412751,21.2575414
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7428619,21.2072954
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7413719,21.2083093
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7574839,21.2512709
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7576173,21.25174
,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,surface,,,,gravel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7595746,21.2075063
,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7568441,21.2322634
,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7345568,21.2501466
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,parking,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7349619,21.2498989
